#;SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
1106;1956;Bob Schafer;;SG;;STL;29,4;193
1214;1957;Bob Schafer;;SG;;SYR;28,8;49
1792;1962;Bob Sims;;SG;23;TOT;39,3;509
1793;1962;Bob Sims;;SG;23;LAL;37,3;63
1794;1962;Bob Sims;;SG;23;STL;39,6;446
12760;1996;Bob Sura;$864,000.00 ;SG;22;CLE;41,1;422
13343;1997;Bob Sura;$976,920.00 ;SG;23;CLE;43,1;755
13875;1998;Bob Sura;$3,133,000.00 ;SG;24;CLE;37,7;267
14405;1999;Bob Sura;$3,760,000.00 ;PG;25;CLE;33,3;214
14903;2000;Bob Sura;$4,390,000.00 ;SG;26;CLE;43,7;1009
15445;2001;Bob Sura;$5,213,333.00 ;SG;27;GSW;39;586
15951;2002;Bob Sura;$5,639,999.00 ;PG;28;GSW;42,4;778
16420;2003;Bob Sura;$6,266,666.00 ;SG;29;GSW;41,2;401
16984;2004;Bob Sura;$3,200,000.00 ;SG;30;TOT;41,6;596
16985;2004;Bob Sura;$3,200,000.00 ;SG;30;DET;41;199
16986;2004;Bob Sura;$3,200,000.00 ;SG;30;ATL;42;397
17567;2005;Bob Sura;$3,520,000.00 ;PG;31;HOU;42,7;626
8231;1986;Bob Thornton;;PF;23;NYK;45,6;336
8616;1987;Bob Thornton;;PF;24;NYK;43,3;71
9029;1988;Bob Thornton;;PF;25;TOT;50;164
9030;1988;Bob Thornton;;PF;25;NYK;31,6;17
9031;1988;Bob Thornton;;PF;25;PHI;53,2;147
9479;1989;Bob Thornton;;PF;26;PHI;42,3;127
9938;1990;Bob Thornton;$335,000.00 ;PF;27;PHI;42,9;123
10389;1991;Bob Thornton;$335,000.00 ;PF;28;MIN;30,8;16
10859;1992;Bob Thornton;;PF;29;UTA;14,3;4
12769;1996;Bob Thornton;;PF;33;WSB;16,7;3
287;1950;Bob Tough;;G-F;29;TOT;28,1;113
288;1950;Bob Tough;;G-F;29;BLB;28,2;27
289;1950;Bob Tough;;G-F;29;WAT;28,1;86
4064;1974;Bob Verga;;SG;28;POR;45,2;104
2339;1966;Bob Warlick;;SG;24;DET;28,9;24
2471;1967;Bob Warlick;;SG;25;SFW;28,8;36
2644;1968;Bob Warlick;;SG;26;SFW;42,1;611
2847;1969;Bob Warlick;;SG;27;TOT;41,8;513
2848;1969;Bob Warlick;;SG;27;MIL;12,5;6
2849;1969;Bob Warlick;;SG;27;PHO;42,3;507
2342;1966;Bob Weiss;;G;23;PHI;33,3;6
2474;1967;Bob Weiss;;PG;24;PHI;50;12
2646;1968;Bob Weiss;;PG;25;SEA;43;803
2851;1969;Bob Weiss;;PG;26;TOT;37,9;506
2852;1969;Bob Weiss;;PG;26;MIL;31,6;99
2853;1969;Bob Weiss;;PG;26;CHI;39,7;407
3056;1970;Bob Weiss;;PG;27;CHI;42,7;943
3295;1971;Bob Weiss;;PG;28;CHI;42,2;782
3563;1972;Bob Weiss;;PG;29;CHI;43;928
3831;1973;Bob Weiss;;PG;30;CHI;42,6;717
4078;1974;Bob Weiss;;SG;31;CHI;46,6;668
4351;1975;Bob Weiss;;PG;32;BUF;39,1;258
4629;1976;Bob Weiss;;PG;33;BUF;48,6;213
4981;1977;Bob Weiss;;PG;34;WSB;46,6;153
1804;1962;Bob Wiesenhahn;;SF;23;CIN;31,7;119
4986;1977;Bob Wilkerson;;SF;22;SEA;38,6;526
5364;1978;Bob Wilkerson;;SF;23;DEN;40,8;921
5715;1979;Bob Wilkerson;;SF;24;DEN;45,6;911
6068;1980;Bob Wilkerson;;SF;25;DEN;41,7;1033
6435;1981;Bob Wilkerson;;SG;26;CHI;46,2;798
6795;1982;Bob Wilkerson;;SF;27;CLE;41,8;716
7191;1983;Bob Wilkerson;;SF;28;CLE;41,7;519
1125;1956;Bob Williams;;F;24;MNL;45,7;66
1234;1957;Bob Williams;;F;25;MNL;25;4
616;1952;Bob Wilson;;PG;25;MLH;29,9;236
310;1950;Bob Wood;;G;28;SHE;21,4;7
23856;2016;Boban Marjanovic;$7,000,000.00 ;C;27;SAS;60,3;297
24436;2017;Boban Marjanovic;$7,000,000.00 ;C;28;DET;54,5;191
19417;2009;Bobby Brown;$736,420.00 ;SG-PG;24;TOT;39,2;361
19418;2009;Bobby Brown;$736,420.00 ;SG;24;SAC;38,1;245
19419;2009;Bobby Brown;$736,420.00 ;PG;24;MIN;41,6;116
19997;2010;Bobby Brown;;PG;25;TOT;37,1;215
19998;2010;Bobby Brown;;PG;25;NOH;39,5;145
19999;2010;Bobby Brown;;PG;25;LAC;32,9;70
24169;2017;Bobby Brown;$1,524,305.00 ;PG;32;HOU;38,3;62
6502;1982;Bobby Cattage;;PF;23;UTA;44,4;150
7971;1986;Bobby Cattage;;PF;27;NJN;33,7;92
42;1950;Bobby Cook;;G-F;26;SHE;35,8;587
11566;1994;Bobby Hurley;$2,100,000.00 ;PG;22;SAC;37;134
12035;1995;Bobby Hurley;$2,584,000.00 ;PG;23;SAC;36,3;285
12513;1996;Bobby Hurley;$3,068,000.00 ;PG;24;SAC;28,3;220
13075;1997;Bobby Hurley;$3,552,000.00 ;PG;25;SAC;36,8;143
13632;1998;Bobby Hurley;$4,030,000.00 ;PG;26;TOT;39,1;250
13633;1998;Bobby Hurley;$4,030,000.00 ;PG;26;SAC;40,9;128
13634;1998;Bobby Hurley;$4,030,000.00 ;PG;26;VAN;37,4;122
13637;1998;Bobby Jackson;$799,200.00 ;PG;24;DEN;39,2;790
14178;1999;Bobby Jackson;$903,360.00 ;PG;25;MIN;40,5;353
14686;2000;Bobby Jackson;$2,250,000.00 ;PG;26;MIN;40,5;369
15187;2001;Bobby Jackson;$2,475,000.00 ;PG;27;SAC;43,9;566
15722;2002;Bobby Jackson;$2,700,000.00 ;PG;28;SAC;44,3;896
16214;2003;Bobby Jackson;$2,925,000.00 ;PG;29;SAC;46,4;895
16739;2004;Bobby Jackson;$3,150,000.00 ;SG;30;SAC;44,4;689
17332;2005;Bobby Jackson;$3,375,000.00 ;SG;31;SAC;42,7;301
17907;2006;Bobby Jackson;$5,259,000.00 ;PG;32;MEM;38,2;808
18451;2007;Bobby Jackson;;SG;33;NOK;39,4;592
19010;2008;Bobby Jackson;$6,487,888.00 ;SG-PG;34;TOT;40,3;553
19011;2008;Bobby Jackson;$6,487,888.00 ;SG;34;NOH;39,2;325
19012;2008;Bobby Jackson;$6,487,888.00 ;PG;34;HOU;41,9;228
19607;2009;Bobby Jackson;;PG;35;SAC;39,8;532
4814;1977;Bobby Jones;;PF;25;DEN;57;1238
5186;1978;Bobby Jones;;PF;26;DEN;57,8;1088
5547;1979;Bobby Jones;;PF;27;PHI;53,7;965
5894;1980;Bobby Jones;;PF;28;PHI;53,2;1053
6253;1981;Bobby Jones;;PF;29;PHI;53,9;1096
6623;1982;Bobby Jones;;PF;30;PHI;56,4;1095
6997;1983;Bobby Jones;;PF;31;PHI;54,3;665
7356;1984;Bobby Jones;;PF;32;PHI;52,3;619
7704;1985;Bobby Jones;;PF;33;PHI;53,8;600
8087;1986;Bobby Jones;;PF;34;PHI;55,9;492
18478;2007;Bobby Jones;$687,456.00 ;SF;23;PHI;46,2;110
19037;2008;Bobby Jones;;C-SF;24;TOT;42,9;178
19038;2008;Bobby Jones;;C;24;DEN;40,6;84
19039;2008;Bobby Jones;;SF;24;MEM;38,9;40
19040;2008;Bobby Jones;;SF;24;HOU;50;4
19041;2008;Bobby Jones;;SF;24;MIA;53,1;48
19042;2008;Bobby Jones;;SF;24;SAS;25;2
2578;1968;Bobby Lewis;;SG;22;SFW;39,1;179
2771;1969;Bobby Lewis;;SG;23;SFW;39;309
2967;1970;Bobby Lewis;;SG;24;SFW;38,2;526
3203;1971;Bobby Lewis;;SG;25;CLE;37;467
10768;1992;Bobby Phills;$250,000.00 ;SG;22;CLE;42,9;31
11214;1993;Bobby Phills;$313,000.00 ;SG;23;CLE;46,3;93
11709;1994;Bobby Phills;$1,458,000.00 ;SG;24;CLE;47,1;598
12155;1995;Bobby Phills;$1,658,000.00 ;SG;25;CLE;41,4;878
12659;1996;Bobby Phills;$1,808,000.00 ;SG;26;CLE;46,7;1051
13240;1997;Bobby Phills;$2,900,000.00 ;SG;27;CLE;42,8;866
13767;1998;Bobby Phills;$3,480,000.00 ;SG;28;CHH;44,6;642
14321;1999;Bobby Phills;;SG;29;CHH;43,3;613
14832;2000;Bobby Phills;$4,640,000.00 ;SG;30;CHH;45,4;381
23949;2016;Bobby Portis;$1,453,680.00 ;PF;20;CHI;42,7;436
24539;2017;Bobby Portis;$1,516,320.00 ;PF;21;CHI;48,8;437
15921;2002;Bobby Simmons;$512,435.00 ;SF;21;WAS;45,3;112
16399;2003;Bobby Simmons;;SG;22;WAS;39,3;120
16955;2004;Bobby Simmons;$825,000.00 ;SF;23;LAC;39,4;437
17538;2005;Bobby Simmons;$8,000,000.00 ;SF;24;LAC;46,6;1229
18108;2006;Bobby Simmons;$8,640,000.00 ;SF;25;MIL;45,3;1002
19215;2008;Bobby Simmons;$10,602,667.00 ;SF;27;MIL;42,1;531
19819;2009;Bobby Simmons;$10,560,000.00 ;SF;28;NJN;44,9;556
20400;2010;Bobby Simmons;$71,951.00 ;PF;29;NJN;35,9;122
21005;2011;Bobby Simmons;$594,836.00 ;SF;30;SAS;0;0
21561;2012;Bobby Simmons;;SF;31;LAC;31,1;80
1565;1960;Bobby Smith;;G;22;MNL;24,1;37
1797;1962;Bobby Smith;;G;24;LAL;0;0
307;1950;Bobby Wanzer*;;G;28;ROC;41,4;791
485;1951;Bobby Wanzer*;;G;29;ROC;40,1;736
615;1952;Bobby Wanzer*;;SG;30;ROC;42,5;1033
773;1953;Bobby Wanzer*;;SG;31;ROC;36,7;1020
903;1954;Bobby Wanzer*;;SG;32;ROC;38,6;958
1015;1955;Bobby Wanzer*;;SG;33;ROC;39,5;942
1124;1956;Bobby Wanzer*;;PG;34;ROC;37,6;749
1233;1957;Bobby Wanzer*;;SG;35;ROC;46,9;82
3292;1971;Bobby Washington;;PG;23;CLE;39,7;350
3556;1972;Bobby Washington;;PG;24;CLE;39,8;350
1016;1955;Bobby Watson;;G;24;TOT;32,3;175
4367;1975;Bobby Wilson;;SG;24;CHI;51,1;276
4642;1976;Bobby Wilson;;SG;25;CHI;40,3;437
4999;1977;Bobby Wilson;;SG;26;BOS;32,2;49
5376;1978;Bobby Wilson;;SG;27;IND;38,9;30
22928;2015;Bojan Bogdanovic;$3,425,510.00 ;SF;25;BRK;45,3;700
23573;2016;Bojan Bogdanovic;$3,730,653.00 ;SF;26;BRK;43,3;887
24151;2017;Bojan Bogdanovic;$10,500,000.00 ;SF;27;TOT;44,5;1113
24152;2017;Bojan Bogdanovic;$10,500,000.00 ;SF;27;BRK;44;783
24153;2017;Bojan Bogdanovic;$10,500,000.00 ;SF;27;WAS;45,7;330
164;1950;Bones McKinney;;SF;31;WSC;29,6;492
418;1951;Bones McKinney;;SF;32;TOT;31,2;262
419;1951;Bones McKinney;;SF;32;WSC;27,9;27
420;1951;Bones McKinney;;SF;32;BOS;31,7;235
560;1952;Bones McKinney;;SF;33;BOS;32,5;337
18014;2006;Boniface N'Dong;;C;28;LAC;41,5;50
14433;1999;Bonzi Wells;;SF;22;POR;55;31
14939;2000;Bonzi Wells;$1,528,440.00 ;SF;23;POR;49,2;580
15477;2001;Bonzi Wells;$2,028,239.00 ;SF;24;POR;53,3;950
15983;2002;Bonzi Wells;$6,300,000.00 ;SG;25;POR;46,9;1255
16454;2003;Bonzi Wells;$7,000,000.00 ;SG;26;POR;44,1;1138
17036;2004;Bonzi Wells;$7,700,000.00 ;SG;27;TOT;42,7;886
17037;2004;Bonzi Wells;$7,700,000.00 ;SG;27;POR;38,9;158
17038;2004;Bonzi Wells;$7,700,000.00 ;SG;27;MEM;43,7;728
17624;2005;Bonzi Wells;$8,000,000.00 ;SG;28;MEM;44,1;721
18191;2006;Bonzi Wells;$2,115,000.00 ;SG;29;SAC;46,3;707
18712;2007;Bonzi Wells;$2,284,200.00 ;SF;30;HOU;41,1;217
19293;2008;Bonzi Wells;;SG;31;TOT;44,3;662
19294;2008;Bonzi Wells;;SG;31;HOU;42,5;469
19295;2008;Bonzi Wells;;SG;31;NOH;49;193
1370;1959;Boo Ellis;;PF;22;MNL;43;428
1481;1960;Boo Ellis;;PF;23;MNL;34,6;179
16633;2004;Boris Diaw;$1,097,640.00 ;SG;21;ATL;44,7;342
17222;2005;Boris Diaw;;SG;22;ATL;42,2;314
17797;2006;Boris Diaw;$1,870,501.00 ;PF;23;PHO;52,6;1080
18336;2007;Boris Diaw;$9,000,000.00 ;PF;24;PHO;53,8;709
18871;2008;Boris Diaw;;PF;25;PHO;47,7;725
19481;2009;Boris Diaw;;PF;26;TOT;50,7;1072
19482;2009;Boris Diaw;;PF;26;PHO;56,7;183
19483;2009;Boris Diaw;;PF;26;CHA;49,5;889
20054;2010;Boris Diaw;;PF;27;CHA;48,3;925
20668;2011;Boris Diaw;;PF;28;CHA;49,2;924
21252;2012;Boris Diaw;$4,500,000.00 ;PF;29;TOT;44,4;365
21253;2012;Boris Diaw;$4,500,000.00 ;PF;29;CHA;41;272
21254;2012;Boris Diaw;$4,500,000.00 ;PF;29;SAS;58,8;93
21814;2013;Boris Diaw;$4,702,500.00 ;PF;30;SAS;53,9;435
22427;2014;Boris Diaw;$7,500,000.00 ;PF;31;SAS;52,1;717
23023;2015;Boris Diaw;$7,000,000.00 ;PF;32;SAS;46;708
23644;2016;Boris Diaw;$7,000,000.00 ;PF;33;SAS;52,7;485
24228;2017;Boris Diaw;;PF;34;UTA;44,6;338
981;1955;Boris Nachamkin;;F;21;ROC;30;20
16315;2003;Bostjan Nachbar;$1,396,440.00 ;SF;22;HOU;35,5;29
16860;2004;Bostjan Nachbar;$1,493,880.00 ;SF;23;HOU;35,6;138
17445;2005;Bostjan Nachbar;$2,500,000.00 ;PF-SF;24;TOT;39,2;494
17446;2005;Bostjan Nachbar;$2,500,000.00 ;SF;24;HOU;34,9;49
17447;2005;Bostjan Nachbar;$2,500,000.00 ;PF;24;NOH;39,7;445
18015;2006;Bostjan Nachbar;$2,500,000.00 ;PF-SF;25;TOT;34,6;157
18016;2006;Bostjan Nachbar;$2,500,000.00 ;PF;25;NOK;33,9;126
18017;2006;Bostjan Nachbar;$2,500,000.00 ;SF;25;NJN;37,5;31
18560;2007;Bostjan Nachbar;$2,500,000.00 ;SF;26;NJN;45,7;696
19126;2008;Bostjan Nachbar;;PF;27;NJN;40,2;738
18221;2006;Bracey Wright;$664,209.00 ;SG;21;MIN;41,2;62
18739;2007;Bracey Wright;;SG;22;MIN;40;67
6474;1982;Brad Branson;;PF;23;CLE;40,4;53
6849;1983;Brad Branson;;PF;24;IND;42,5;338
8373;1987;Brad Daugherty;;C;21;CLE;53,8;1253
8755;1988;Brad Daugherty;;C;22;CLE;51;1480
9189;1989;Brad Daugherty;;C;23;CLE;53,8;1475
9629;1990;Brad Daugherty;$1,320,000.00 ;C;24;CLE;47,9;690
10095;1991;Brad Daugherty;$2,245,000.00 ;C;25;CLE;52,4;1645
10552;1992;Brad Daugherty;$2,923,000.00 ;C;26;CLE;57;1566
11004;1993;Brad Daugherty;$3,541,000.00 ;C;27;CLE;57,1;1432
11465;1994;Brad Daugherty;$3,800,000.00 ;C;28;CLE;48,8;848
5091;1978;Brad Davis;;PG;22;LAL;41,7;82
5459;1979;Brad Davis;;PG;23;TOT;56,4;78
5460;1979;Brad Davis;;PG;23;LAL;72,7;19
5461;1979;Brad Davis;;PG;23;IND;52,3;59
5808;1980;Brad Davis;;PG;24;TOT;55,6;83
5809;1980;Brad Davis;;PG;24;IND;28,6;7
5810;1980;Brad Davis;;PG;24;UTA;58,9;76
6153;1981;Brad Davis;;PG;25;DAL;56,1;626
6522;1982;Brad Davis;;PG;26;DAL;51,5;993
6896;1983;Brad Davis;;PG;27;DAL;57,2;915
7275;1984;Brad Davis;;PG;28;DAL;53;896
7623;1985;Brad Davis;;PG;29;DAL;50,5;825
7996;1986;Brad Davis;;PG;30;DAL;53,2;764
8374;1987;Brad Davis;;PG;31;DAL;45,6;577
8756;1988;Brad Davis;;PG;32;DAL;50,1;537
9190;1989;Brad Davis;;PG;33;DAL;48,3;497
9630;1990;Brad Davis;$600,000.00 ;PG;34;DAL;49;470
10096;1991;Brad Davis;$600,000.00 ;PG;35;DAL;42,6;431
10553;1992;Brad Davis;;PG;36;DAL;44,2;92
5872;1980;Brad Holland;;SG;23;LAL;42,3;106
6225;1981;Brad Holland;;SG;24;LAL;42,3;130
6589;1982;Brad Holland;;SG;25;TOT;34,6;57
6590;1982;Brad Holland;;SG;25;WSB;37;57
6591;1982;Brad Holland;;SG;25;MIL;0;0
8888;1988;Brad Lohaus;;PF;23;BOS;49,6;297
9327;1989;Brad Lohaus;;PF;24;TOT;43,2;502
9328;1989;Brad Lohaus;;PF;24;BOS;43,3;269
9329;1989;Brad Lohaus;;PF;24;SAC;43,1;233
9785;1990;Brad Lohaus;$1,275,000.00 ;PF;25;TOT;46;732
9786;1990;Brad Lohaus;$1,275,000.00 ;PF;25;MIN;46,5;210
9787;1990;Brad Lohaus;$1,275,000.00 ;PF;25;MIL;45,8;522
10245;1991;Brad Lohaus;$1,377,000.00 ;PF;26;MIL;43,1;428
10697;1992;Brad Lohaus;$583,000.00 ;PF;27;MIL;45;408
11140;1993;Brad Lohaus;$958,000.00 ;PF;28;MIL;46,1;724
11624;1994;Brad Lohaus;$325,000.00 ;PF;29;MIL;36,3;270
12076;1995;Brad Lohaus;$485,000.00 ;PF;30;MIA;42;267
12559;1996;Brad Lohaus;;PF;31;TOT;40,6;197
12560;1996;Brad Lohaus;;PF;31;SAS;40,6;107
12561;1996;Brad Lohaus;;PF;31;NYK;40,5;90
13134;1997;Brad Lohaus;;PF;32;TOR;26,7;10
13680;1998;Brad Lohaus;;PF;33;SAS;33,3;19
14264;1999;Brad Miller;;C;22;CHH;56,5;238
14781;2000;Brad Miller;$4,000,000.00 ;C;23;CHH;46,1;423
15292;2001;Brad Miller;$4,400,000.00 ;C;24;CHI;43,5;505
15811;2002;Brad Miller;$4,800,000.00 ;C;25;TOT;49,9;1032
15812;2002;Brad Miller;$4,800,000.00 ;C;25;CHI;46;608
15813;2002;Brad Miller;$4,800,000.00 ;C;25;IND;56,2;424
16294;2003;Brad Miller;$7,000,000.00 ;C;26;IND;49,3;955
16838;2004;Brad Miller;$7,875,000.00 ;PF;27;SAC;51;1014
17422;2005;Brad Miller;$8,750,000.00 ;C;28;SAC;52,4;876
17997;2006;Brad Miller;$9,625,000.00 ;C;29;SAC;49,5;1182
18545;2007;Brad Miller;;C;30;SAC;45,3;568
19109;2008;Brad Miller;$11,375,000.00 ;C;31;SAC;46,3;964
19699;2009;Brad Miller;$12,250,000.00 ;C;32;TOT;47,6;831
19700;2009;Brad Miller;$12,250,000.00 ;C;32;SAC;47,4;513
19701;2009;Brad Miller;$12,250,000.00 ;C;32;CHI;47,8;318
20305;2010;Brad Miller;$4,400,000.00 ;C;33;CHI;43;719
20899;2011;Brad Miller;$4,752,000.00 ;C;34;HOU;44,6;382
21481;2012;Brad Miller;$848,000.00 ;C;35;MIN;33,3;35
8586;1987;Brad Sellers;;PF;24;CHI;45,5;680
9000;1988;Brad Sellers;;SF;25;CHI;45,7;777
9439;1989;Brad Sellers;;PF;26;CHI;48,5;551
9899;1990;Brad Sellers;;PF;27;TOT;40,6;264
9900;1990;Brad Sellers;;PF;27;SEA;42,4;217
9901;1990;Brad Sellers;;PF;27;MIN;33,9;47
10821;1992;Brad Sellers;;PF;29;DET;46,6;102
11265;1993;Brad Sellers;;PF;30;MIN;37,7;135
8675;1987;Brad Wright;;PF;24;NYK;43,5;52
9104;1988;Brad Wright;;PF;25;DEN;20;2
21727;2013;Bradley Beal;$4,319,280.00 ;SG;19;WAS;41;780
22310;2014;Bradley Beal;$4,505,280.00 ;SG;20;WAS;41,9;1249
22913;2015;Bradley Beal;$5,694,674.00 ;SG;21;WAS;42,7;962
23562;2016;Bradley Beal;$22,116,750.00 ;SG;22;WAS;44,9;958
24137;2017;Bradley Beal;$23,775,506.00 ;SG;23;WAS;48,2;1779
303;1950;Brady Walker;;PF;28;BOS;37,4;508
481;1951;Brady Walker;;PF;29;TOT;39,4;400
482;1951;Brady Walker;;PF;29;BOS;39,4;31
483;1951;Brady Walker;;PF;29;BLB;39,4;369
613;1952;Brady Walker;;PF;30;BLB;41;204
19330;2008;Brandan Wright;;PF;20;GSW;55,4;151
19914;2009;Brandan Wright;$2,671,440.00 ;PF;21;GSW;52,8;323
21118;2011;Brandan Wright;;PF;23;TOT;51,3;141
21119;2011;Brandan Wright;;PF;23;GSW;60,3;83
21120;2011;Brandan Wright;;PF;23;NJN;40,7;58
21668;2012;Brandan Wright;;C;24;DAL;61,8;340
22243;2013;Brandan Wright;$5,000,000.00 ;C;25;DAL;59,7;541
22856;2014;Brandan Wright;$5,000,000.00 ;C;26;DAL;67,7;525
23503;2015;Brandan Wright;$5,500,000.00 ;PF;27;TOT;64,2;544
23504;2015;Brandan Wright;$5,500,000.00 ;PF;27;DAL;74,8;238
23505;2015;Brandan Wright;$5,500,000.00 ;PF;27;BOS;57,1;26
23506;2015;Brandan Wright;$5,500,000.00 ;PF;27;PHO;58;280
24086;2016;Brandan Wright;$5,700,000.00 ;PF;28;MEM;67,3;83
24680;2017;Brandan Wright;$5,955,760.00 ;PF;29;MEM;61,5;189
23637;2016;Branden Dawson;;PF;22;LAC;40;5
17374;2005;Brandin Knight;;PG;23;HOU;0;0
15524;2002;Brandon Armstrong;$930,720.00 ;SG;21;NJN;31,8;64
16023;2003;Brandon Armstrong;$995,650.00 ;SG;22;NJN;33,3;24
16506;2004;Brandon Armstrong;;SG;23;NJN;37,1;151
17704;2006;Brandon Bass;$664,209.00 ;PF;20;NOK;40;68
18258;2007;Brandon Bass;$770,610.00 ;PF;21;NOK;34,1;42
18784;2008;Brandon Bass;$826,269.00 ;C;22;DAL;49,9;654
19379;2009;Brandon Bass;$4,000,000.00 ;C;23;DAL;49,6;686
19958;2010;Brandon Bass;$4,000,000.00 ;PF;24;ORL;51,1;290
20551;2011;Brandon Bass;$4,250,000.00 ;PF;25;ORL;51,5;854
21161;2012;Brandon Bass;;PF;26;BOS;47,9;738
21721;2013;Brandon Bass;$6,450,000.00 ;PF;27;BOS;48,6;701
22300;2014;Brandon Bass;$6,900,000.00 ;PF;28;BOS;48,6;911
22908;2015;Brandon Bass;$3,000,000.00 ;PF;29;BOS;50,4;866
23557;2016;Brandon Bass;$1,551,659.00 ;PF;30;LAL;54,9;473
24132;2017;Brandon Bass;;PF;31;LAC;57,5;292
22406;2014;Brandon Davies;;PF;22;PHI;42,2;144
23009;2015;Brandon Davies;;PF;23;TOT;40,1;142
23010;2015;Brandon Davies;;PF;23;PHI;41,2;126
23011;2015;Brandon Davies;;PF;23;BRK;33,3;16
16734;2004;Brandon Hunter;$620,046.00 ;PF;23;BOS;45,7;125
17324;2005;Brandon Hunter;;PF;24;ORL;50,7;95
24359;2017;Brandon Ingram;$5,519,400.00 ;SF;19;LAL;40,2;740
20219;2010;Brandon Jennings;$2,331,120.00 ;PG;20;MIL;37,1;1270
20822;2011;Brandon Jennings;$2,493,720.00 ;PG;21;MIL;39;1019
21404;2012;Brandon Jennings;$3,179,493.00 ;PG;22;MIL;41,8;1260
21943;2013;Brandon Jennings;$7,655,503.00 ;PG;23;MIL;39,9;1397
22557;2014;Brandon Jennings;$8,000,000.00 ;PG;24;DET;37,3;1241
23159;2015;Brandon Jennings;$8,344,497.00 ;PG;25;DET;40,1;632
23788;2016;Brandon Jennings;$4,837,318.00 ;PG;26;TOT;36,8;332
23789;2016;Brandon Jennings;$4,837,318.00 ;PG;26;DET;37,1;157
23790;2016;Brandon Jennings;$4,837,318.00 ;PG;26;ORL;36,6;175
24369;2017;Brandon Jennings;;PG;27;TOT;35,9;577
24370;2017;Brandon Jennings;;PG;27;NYK;38;496
24371;2017;Brandon Jennings;;PG;27;WAS;27,4;81
21436;2012;Brandon Knight;;PG;20;DET;41,5;847
21975;2013;Brandon Knight;$2,793,960.00 ;PG;21;DET;40,7;999
22580;2014;Brandon Knight;$3,553,917.00 ;PG;22;MIL;42,2;1291
23193;2015;Brandon Knight;$12,000,000.00 ;PG-SG;23;TOT;42,2;1070
23194;2015;Brandon Knight;$12,000,000.00 ;PG;23;MIL;43,5;923
23195;2015;Brandon Knight;$12,000,000.00 ;SG;23;PHO;35,7;147
23821;2016;Brandon Knight;$12,606,250.00 ;SG;24;PHO;41,5;1018
24396;2017;Brandon Knight;$13,618,750.00 ;SG;25;PHO;39,8;595
18639;2007;Brandon Roy;$2,883,120.00 ;SG;22;POR;45,6;955
19205;2008;Brandon Roy;$3,084,240.00 ;SG;23;POR;45,4;1416
19798;2009;Brandon Roy;$3,910,816.00 ;SG;24;POR;48;1765
20390;2010;Brandon Roy;$13,520,500.00 ;SG;25;POR;47,3;1398
20993;2011;Brandon Roy;$16,032,144.00 ;SG;26;POR;40;573
22126;2013;Brandon Roy;;SG;28;MIN;31,4;29
19800;2009;Brandon Rush;$1,934,160.00 ;SG;23;IND;42,3;610
20391;2010;Brandon Rush;$2,069,049.00 ;SG;24;IND;42,3;774
20994;2011;Brandon Rush;$2,956,658.00 ;SG;25;IND;42,1;607
21546;2012;Brandon Rush;$4,000,000.00 ;SF;26;GSW;50,1;634
22128;2013;Brandon Rush;$4,000,000.00 ;SF;27;GSW;66,7;14
22731;2014;Brandon Rush;$1,145,685.00 ;SG;28;UTA;33,3;79
23377;2015;Brandon Rush;$1,270,964.00 ;SG;29;GSW;20,4;30
23978;2016;Brandon Rush;$3,500,000.00 ;SG;30;GSW;42,7;305
24569;2017;Brandon Rush;;SG;31;MIN;37,4;197
13936;1998;Brandon Williams;;SG;22;GSW;32;37
14446;1999;Brandon Williams;$35,176.00 ;SG;23;SAS;;2
16468;2003;Brandon Williams;;SF;27;ATL;14,3;2
7528;1984;Brant Weidner;;PF;23;SAS;22,2;8
15704;2002;Brendan Haywood;$1,051,920.00 ;C;22;WAS;49,3;315
16192;2003;Brendan Haywood;$1,125,360.00 ;C;23;WAS;51;501
16719;2004;Brendan Haywood;$1,735,305.00 ;C;24;WAS;51,5;537
17305;2005;Brendan Haywood;$4,000,000.00 ;C;25;WAS;56;637
17883;2006;Brendan Haywood;$4,500,000.00 ;C;26;WAS;51,4;575
18419;2007;Brendan Haywood;$5,000,000.00 ;C;27;WAS;55,8;511
18980;2008;Brendan Haywood;$5,500,000.00 ;C;28;WAS;52,8;848
19571;2009;Brendan Haywood;$6,000,000.00 ;C;29;WAS;48;58
20147;2010;Brendan Haywood;$6,900,000.00 ;C;30;TOT;56,2;704
20148;2010;Brendan Haywood;$6,900,000.00 ;C;30;WAS;56,1;478
20149;2010;Brendan Haywood;$6,900,000.00 ;C;30;DAL;56,4;226
20778;2011;Brendan Haywood;$7,624,500.00 ;C;31;DAL;57,4;320
21351;2012;Brendan Haywood;$6,299,000.00 ;C;32;DAL;51,8;281
21902;2013;Brendan Haywood;;C;33;CHA;43,1;216
23124;2015;Brendan Haywood;;C;35;CLE;46,7;35
1299;1958;Brendan McCann;;PG;22;NYK;22;69
1414;1959;Brendan McCann;;PG;23;NYK;0;0
1526;1960;Brendan McCann;;PG;24;NYK;10;5
12320;1996;Brent Barry;$958,000.00 ;SG;24;LAC;47,4;800
12869;1997;Brent Barry;$1,082,520.00 ;SG;25;LAC;40,9;442
13443;1998;Brent Barry;$3,600,000.00 ;SG;26;TOT;42,1;631
13444;1998;Brent Barry;$3,600,000.00 ;SG;26;LAC;42,8;561
